utterance_id,speaker_id,utterance,gender
0c2d36f03c,4b215,එක ලස්සනට හංග ගන්නවා,f
0c2d849af0,f4f83,ඉතින් මේ වගේ හද්ද පිටිසරින් කියල,f
0c2ddf13e4,7f4b1,එයා විතරයි මේ කරුම වැඩේ ගැන දැනගෙන,f
0c2dfdf2bf,c26ed,ඔය මන් හිතන හැටි,f
0c2e0a20e9,02f82,ඒකත් අංකල්ගෙ,m
0c2efc215a,bced5,ඇස් අයා ඒ දෙස බලාසිටි කුමාරිකාවන් තිස්දෙනා,m
0c2f2a88d5,c1715,ඒත් පොඩ්ඩක් බලන්න,m
0c2f800112,e1e01,වැටීම් තුවාලවීම් ආදී,f
0c2ff60fbd,6996c,අධ්‍යාපන ක්‍රමයෙන් හැලෙන මිනිස්සු,m
0c300a61c4,00349,ශ්‍රී සද්ධර්මය අපේ රටට ලැබුණෙ,m
0c300da60e,34e11,මහායානික බෞද්ධයින්,f
0c301e637e,8c558,බයත් හිතෙනවා තමා ඇත්තටම අනේ,f
0c30edd1c0,81570,එය නොහැකි වුනොත්,f
0c3125c45a,06105,සානුකම්පිතව සිතා,f
0c31cc2e05,655f4,අර කවුද ඇමති කෙනෙක්,m
0c330c0829,b8a97,පන්සලේ පොඩි හාමුදුරුවන්,f
0c333cf12c,06d5c,ඉන්නේ නැතුව මේ සම්පුර්ණ ලිපියම කියවන්න,m
0c3394d98c,f2ef0,යටි හිතේ තියාගෙන,f
0c33c6d4fb,be341,අකුසල සිතිවිල්ලකි,m
0c350c3b2b,cb54b,ඔහුගේ සියලු දේපල අහිමි වෙනවා,m
0c352e31c7,476be,එවිටද මා නිහඩ ව සිටියෙමි,f
0c35923709,c04d5,රූපවාහිනිය නිසා අද ගමේ පන්සලෙන්,f
0c35a980fe,9094b,එහෙනම් අද කොටස ගැනත්,f
0c35f9ffcd,f2931,මගේ උත්සාහය,m
0c36095b9d,7599b,ලී දඬු නමා ගන්නට,m
0c365fe2e3,59778,අහ් අද කතාවෙ අපි හොඳට අඳුරන,f
0c36867f6a,ea3c6,තමා පටන් ගත්තු එක කොහොම හරි,m
0c369c6f03,e1e01,අර කියුබාවෙන් ගෙනාපු,f
0c36a7ba81,44e28,මුලින්ම කපල දාල,f
0c375919e8,39cc4,සිංහල යුවතියක් සරණ පාවා ගැනිමට කැමතිය,f
0c38dd5f43,98088,මේ ලෝකයෙහි සමහර කෙනෙක් මුසාවාදයෙන් වැළකී සිටියි,f
0c3900d310,fa2d3,වඩාහිදුවා ඔහුද තෙරුන් අසලින්,m
0c3a60d997,9094b,අපි යළිත් හමුවෙන්න බැරි නෑ,f
0c3b6dd46c,60ae5,තමා අවබෝද නොකළ දෙයක්,m
0c3b9748b1,c1691,සිදුවිය හැකි දෙයක්,m
0c3bd93c89,02b89,හිතාගන්න පුළුවන්නෙ ඒකෙන්ම,m
0c3c159f49,ed3e5,සෙක්කුවෙන් තෙල් සිදීම නැවතිණි,m
0c3c3e1e2a,b6ca9,දිවා රෑ නොතකා රැකවරණය ද ලබා දුන්නා ය,f
0c3c8ef359,44e28,ආරවුල ඊට හේතුපාදක විය,f
0c3cb36175,3d027,නමුත් ඒ යෝගී වරය,f
0c3d79a8e2,2d52b,ඔවුන් හට ආනන්දයක් විය,f
0c3de4757f,58355,නමුත් අපි ආදායමට මුල්තැන දීලා,m
0c3ed9f8c8,ae3ff,ඒක මා ලියූ අදහසට,m
0c3fe200d9,78366,එහි ඉන්දියානු ශිල්පීන්,m
0c3ffca1d9,1c3b9,දකින්නට පුළුවන් වන්නේ නැහැ යි,m
0c4033cf8d,41a77,එහි සිටි හැම රෝම වැසියෙක්ම,f
0c404a64ca,fd8a1,රට ජයග්‍රහණය කරවන්න,m
0c40895efd,54c3a,මුලින්ම කියන්න ඕනේ,f
0c40a36999,466d8,මොකද කියනවනම් ඔබට ඕනම චරිතයක්,f
0c40a9d9b1,c1691,ඔබ එය සමස්ත විද්‍යාවේ,m
0c416e5d40,05d76,මේලෝකේ නොදන්නා එකෙක් නැහැ,f
0c4223fcc0,09537,දැනුදු චෝදනා,f
0c4258a6d4,25717,කමක් නැහැ කියලා,m
0c42a40361,227d7,සැරියුත් හිමියන් හා මුගලන් හිමියන් හට,f
0c42ca6477,a7708,අංකය ඉල්ලා ගත්තාය,m
0c42ddd972,d4fa9,පින් ලබා ගන්නා මෙන්,f
0c42f45fe6,40a63,ඔය දෙකම,f
0c43297c22,3183b,අවබෝධ කිරීමට මහන්සි ගන්න,f
0c4403d0b5,55ab9,ඔබ පල්ලිය ගැන කිසිම දෙයක්,m
0c44dc2f11,2a1cd,මහා බැංකුවලට කිසිම දඬුවමක් නියම වන්නේ නැත,m
0c45782ea9,199c3,පවත්වාගෙන යන නව ව්‍යාපාර කටයුතු සුවිශේෂී දියුණුවක් ලබයි,f
0c45c76517,55ab9,ස්වර දෙක තුනක හිර වේවි ඉන්නවට වඩා,m
0c45d97894,f9563,එමෙන්ම ශෛලීගත සහ ප්‍රකාශන විලාසයන්,m
0c46b0cdd8,b06d1,වචනවල තේරුම වෙනස් වෙනවා,m
0c4709a803,03500,සාකච්ඡා මගින්,m
0c47a0c95b,84afe,ඕනෙ බොහෝම ස්තූතියි මචං,f
0c47fbef54,ad58a,දිවිරැක ගැනීම සඳහා,m
0c4924b0b0,8af52,හැමවිටම යථාර්තයට වඩා ඉදිරියෙන් ඉන්නවා,f
0c497afee0,fd8a1,ඉස්කෝලෙදි විතරයි,m
0c49890b6e,2db87,බුදුරජාණන් වහන්සේ,m
0c498c3db0,91589,ඊයේ දිනයේදී කොලඹදී,m
0c49a4a7e5,77895,බිය හා විශ්වාසය පදනම් කරගෙන,m
0c4b870ec4,34e56,බුදුන්ගේ ධර්ම ප්‍රචාරක කටයුතු පිළිබඳ,m
0c4c0b74fb,5dec9,එහෙම කතාවක් නොහැදෙන ලෙසට,m
0c4c3f55f6,e3ad7,අඩුම තරමින් එකම එක පළතුරක්වත්,f
0c4d14523f,f2348,එනම් මෙහි කතා නායකයා,m
0c4e5d24fc,0224d,සැරැසී කැපී පෙනුණත්,m
0c4e80478c,aa29c,නොමිලේ කිසිවක් ඉල්ලුවේ නැහැ,f
0c4ed2b8a2,1913e,අවුරුද්දකට එකක් විතර තමයි,f
0c4efb3bb8,6e92f,සිරිලකට බලපෑ පළමු සුනාමි අත්දැකීම වන්නේද,f
0c4f2a8d4c,2bc1e,එකල්හි දුටුගැමුණු රජතුමා මේ අයුරින් අධිෂ්ඨානයක් කළේ ය,f
0c4f6577ce,501f8,අනෙක් දරුවන්ට එරෙහිව ඔහු උසිගන්වනවාද,f
0c4f925c81,96564,එදා බණ කියූ හාමුදුරුවෝ නම් කීවේ,m
0c4ff15c5f,95423,කෙනකුගේ ගත සිත පිබිදෙන අවධිය යි,f
0c500b94c4,42cde,ඇතැම් සරසවි ආචාර්යවරු සිසුන් ගේ ප්‍රශ්න පත්‍ර ලකුණු කරන ක්‍රමය අපුරුය,m
0c50ffe204,db538,ඌමද දන්නේ නෑ,f
0c5101c4e2,309ce,නිවන් දුටු හෙවත් අරහත් බවට පත්ව,m
0c5129da56,349a2,රජයේ වගකීමයි,f
0c5159689b,4b127,රැකීමට පහසුම හා රැකීමට අපහසු ම සීලය,m
0c51764595,357e6,ඊට පස්සෙ කියනවා ත්‍රිකෝණ දෙක සමකෝණී,f
0c52719888,2bc1e,මෙම ගමනේදී මරණයට පත්වන අය සැදැහැතියන් අතර විය,f
0c5318e939,10824,අවසාන ප්‍රතිඵලය වූණේ,f
0c533619be,6e92f,බාගන්න ඉඩ දෙනවා,f
0c536cbc2b,b7054,නැවතත් අපගේ ගමන ජීප් රිය වෙත ඇරඹුවා,m
0c538bbe09,e35a8,හරියටම දන්නෙ නැහැ,f
0c53f84270,462e8,හාල් පාරුවා නම් වදන,f
0c54c6f2dd,09537,කොහොමත් අවශ්‍ය නැහැ,f
0c556f6a5c,3a976,මෙම මහායානික අදහස් හත්වැනි සියවසේ පටන්,m
0c562f2eae,a6493,පොදු පිළිගැනීමක් ලෙසට බාවිතා වන නමක් මිස,f
0c564b670e,9f1f5,වාණිජ ධනවාදයේ,m
0c5652a47a,0766f,ඔබගේ බිරිඳගේ ද ස්වාමියාගේ ද,f
0c568bd0a2,b9dc2,පූසා පැන්නා නේද එළියටම,f
0c57c302a3,c04d5,බෝධීන් වහන්සේලා රෝපණය කිරීමටත්,f
0c57e48a32,0eea5,බුදුහාමුදුරුවෝ ද යමක් කළේ,f
0c59014eb1,babec,ඇතමෙකු මුහුද මැද කණුවක සිට ගෙනත්,m
0c598a5b18,acbee,එවැනි අනතුරු නොකිරීමට,m
0c59ba5955,a624d,අයහපත පිණිස පවතින දේවල් කළා නම්,m
0c5a79bac3,cf582,එතුමා මට උපදෙස් දුන්නා,m
0c5aff5bf9,fc853,ඇය තලාහේන,m
0c5bfbaef4,a4315,ලෝකෙටම වලංගු වුණු එකක්,f
0c5c312e2e,0766f,ආරක්ෂක ලේකම් තුමනි,f
0c5c8fc181,39cc4,බැලුවට පස්සෙ තමා හිතුනෙ,f
0c5d36279b,89830,අද ඊට නැත,f
0c5db81213,5556c,අනෙක් අතින් මේ ප්‍රතික්‍රියා හා නිස්සාරණ ක්‍රම,f
0c5dc366bd,f3204,මේ වගේ එකක්,f
0c5de44452,cf582,එනිසා එහි හොඳ වගේම නරකත් තියනවා,m
0c5e28891d,da449,ගල් කණු කබොක් ගල් නිර්මාණ,f
0c5ef2a210,40953,ආසනික් මෙහෙයුම මගින් මෙවැනි ප්‍රථිඵල අත්කර නොගතහොත්,m
0c5f3c36e5,0b586,රජුගේ සිත සන්සුන් කර ඇත,f
0c5f53fe28,89830,පලවෙනි සංගායනාව,f
0c5f74705c,8b124,ඒක හරි,f
0c5f843a51,44978,එහි දැක්වෙන කාන්තා රූප දෙක,m
0c5f8d0a10,25717,සුව නින්දේය,m
0c5fef2baa,41a77,මනාකොට සිහිය හසුරුවන්න පුළුවන්,f
0c6076448f,3d027,ඒක ඉවත් කළ පමණින්ම,f
0c60acff2d,4a724,බුදුන්ගේ පරපුරෙන් පැවතෙන විජයගෙන් පස්සේ,f
0c6104ed85,bced5,මුදල්වලට හිමිකම් කියන්නෙකු,m
0c6205bb18,dabc0,සිද්දාර්ත් එය නොපිළිගනී,m
0c62acf2b3,8c9bc,වටිනාකම ගැන කවර කතා ද,f
0c636102bf,2a1cd,ධම්මාදාස ධර්ම පර්යාය ලෙස හැඳින්වේ,m
0c640f8778,ee066,ගුණ සමූහය ගැන ඉගෙන ගත්තා,m
0c6410bf2e,d6ccd,ආසන එකසිය හැත්තෑවක් සඳහා පැවැත්වෙන මෙවර මැතිවරණයේදී,m
0c64183561,0e1e0,ස්ථාපානය කරගන්න,f
0c64dd3ae6,a4315,ඉතා විශාල කැපකිරීමක් කරන්න සිද්ද වෙනව වගේම,f
0c64e72c7d,15cf5,එම ස්ථානයට ගොඩ වූ විට,f
0c64f6c76d,7d7d0,ඉදිරියට ගෙන යන්න උත්සාහ කළා,f
0c6501888f,237d4,කරේ නිරුවත පෙන්නන එක,f
0c655bc0ea,c28da,උතුරු කොරියාවෙන් එල්ල විය හැකි,m
0c656a19c1,409ee,කොළඹ හතේ වෙන්න බැරි වෙච්චි එකනේ,m
0c6582aede,fe011,හෝටල් සමාජශාලා ආදියට යන,m
0c6582c1aa,91589,ඉබේම ඔෆිස් එකේ කොල්ලන්ව ආකර්ෂණය කර ගන්න,m
0c6595b095,5c543,ඔවුන්ගෙන් නිසි අයුරින් ඉටුවන පවුලක දරුවන් විසින්,f
0c660d0087,c34c2,වේශ නිරූපණයකින් පවා වෙනස් වෙයි,m
0c66b8fe28,ed3e5,දැන් ඒ දරුවාව අධිකරණයෙන් නිදොස් කොට,m
0c67134bc1,76999,බුද්ධ චරිතය හා බැඳුණ,m
0c6880ba74,346c1,සෞඛ්‍ය සිරිසේන මහතා මෙසේ ප්‍රකාශ කළේය,f
0c690d36f4,ce816,මෙච්චර වැදගත් පරීක්ෂණය ගැන හරි,m
0c690f2baf,bac38,ටජ් මහල් මන්දිරයට,f
0c692e6ccd,190e9,වියට්නාමයේ හෝ චිං මිං හා හැනෝයි නගර,f
0c692ed13f,72b54,අද කොටස බැලුවේ නැත්නම්,f
0c695cb35b,98088,දෙරටේම ධීවර සංවර්ධනය උදෙසා,f
0c69f84267,09ecc,ඉතින් ඔන්න එහෙනම් ඔයාලට බාරයි,f
0c6a52510e,f71ec,මිනිසකුට බැලීමට නොහැකි වීම,f
0c6aeb7628,646e1,එබඳු චේතනා පෙරදැරිව,f
0c6bbbbf47,199c3,හරි අසවෙන් බලන් ඉන්නෙ මේක බලන්ට,f
0c6c80658e,361fc,තවත් කටයුත්තක්,m
0c6cfb37ef,791e8,එළවලු පමණක් කෑ අය ටත්,f
0c6d540dd2,fda64,දිනා ගැනීමට අප සැමට ඇති,m
0c6d541e61,346c1,පසු පසුට එන විට,f
0c6dbf72da,202fc,මලේ සුවඳ ද නැතිවන්නාක් මෙන්,m
0c6dd83ca5,a7d05,මුල්ම පැවිදි පිරිස අතර,f
0c6ea28871,0e1e0,ප්‍රඥා යන ප්‍රතිපදා අනුගමනය කිරීමයි,f
0c6f1d092f,a624d,දිගටම සබ් කරමු කොල්ලෝ,m
0c6f3b245f,5dec9,එයා තමයි පුංචි අම්මා,m
0c6f5b5a2d,1b014,එදින රාත්‍රියේ කහ කුරුල්ලා නිදා ගත්තේ,m
0c6fc09ff4,3062b,ඔටුව කරපු වැඩේ කරන්න ආවොත්,m
0c6fe14454,409ee,අබිමානවත් මහජන මිත්‍ර ශීලී,m
0c6ff5c64d,85ebd,පෙර දරුවන් මවුපියන්ට උපස්ථාන කළ පරිදිත්,f
0c700aba68,912d1,තාත්තා එක බිංදුවක්වත්,f
0c7045d5f6,c1715,බ්ලොග් වලට එන්න පුළුවන්,m
0c716a1a19,fda64,මේ තරම් හයියෙන්,m
0c71953e66,eae99,දැනට තියෙන සංස්කෘතිය,m
0c72152554,55c20,කප් සිටුවීම යනුවෙනි,m
0c72c9d854,5a4cf,ආමිෂයට ඇලී ගැලී නම්,f
0c733be22b,2e800,ඒත් හේවා සහෝ සබ් එක දීල තියෙද්දි,f
0c736306a6,00349,අපිට තිබෙන්නේ අනුකම්පා කිරීම,m
0c743360b3,0eea5,යථාර්ථවාදයෙන් බැහැර වෙන්නේ නෑ කියලා,f
0c7454d241,0622a,තමා අවසන් කොටස සඳහා සාධක සපයන්නේ,f
0c74b60714,a08e7,භික්ෂුන් වහන්සේ නායකත්වය දෙන්නාහ,m
0c74ce59fb,206b6,ධන සම්පත් ලැබේ,f
0c74ef8aea,c3bd0,ඉන් කරදියේ ජීවත් වන කැස්බෑවුන් විශේෂක්,f
0c75cbd49c,284b7,සරා අභ්‍යාසයෙන් ලබා ගත යුතු දේවල් ගොඩක් තියෙනවා,m
0c75eb3d02,409ee,අවසානය තරමක් දුරට ශෝකජනක වුනත්,m
0c761080a2,34e38,හරියටම මේ ෂටරය ක්‍රියාත්මක වන මොහොතේදී,m
0c763e20e3,87c4c,කෙල්ලගේ ගන්න දෙයක් නැහැ කියලා,m
0c7685f5c1,fb100,සිනමාව තුළත් පවතින යථාර්තය ඕකයි,f
0c7766777a,574a5,එදා කාන්තා ආභරණ,m
0c77ec1d92,c6a4f,ප්‍රශ්නවලට සවන් දුන්නාය,f
0c7806f1c4,c8454,සැබවින්ම ඉරිසියාව අවුලුවන පෙම්පත් සමූහයකි,f
0c7816cc1a,bced5,ඇතිවිය හැකි තත්ත්වය මෙයට වෙනස් ය,m
0c781fbe03,4801b,අනිත් වචන,f
0c7917bf7b,a7c07,පියවර ගැනීමට ආණ්ඩුවට ඇති ඉඩ,m
0c7927b769,45feb,ශරීරය පවත්වාගෙන යෑමට තරම්,m
0c79824851,f32c3,පලා යනවා,f
0c79bedaec,03b7a,මිහිඳු මාහිමියන් දෙවන පෑතිස් රජුට යොමු කළ,m
0c79f47fff,11528,ඊයේ මම ලිපියක් කියෙව්වා,f
0c79f5a335,045af,ඔය අයට කලින් මුන ගැහුන අය වගේ නොවෙයි,f
0c7a3e1ce4,2bc1e,එම හේතුවෙන්,f
0c7a66b9f3,0e86b,එයට මූලික කොටම හේතුපාදක වන්නේ,f
0c7b42435d,4b05c,මංජු ශ්‍රී ජස්ටින් දැරණියගල ආදීන්ගේ,m
0c7b48a467,44978,ඒත් ගොනෙක් නොවී බලපන්,m
0c7b700db4,9a1ed,එම මාධ්‍ය හමුවේදී,f
0c7b8cf368,84048,පංච උපාදනස්කන්ධය කියන වචනය,m
0c7bd2e056,f2931,තේරෙන විදියට අහන්න,m
0c7bf8ba12,b7163,එයට මුලිකව හේතු,f
0c7c06cac9,4b5d0,පට්ට බාණ්ඩයක් දීලානෙ,m
0c7c35f61f,6e92f,ඇති දුර සැතපුම්වලිනුත් සඳහන් කර ඇත,f
0c7cc14498,4f3cd,හදලා තියෙන්නේ,m
0c7d0c6102,4b5d0,ඒ අරාබියෙ මොකද,m
0c7d625168,3386d,යුග ජීවිතයේ මෙම අවස්ථා හතරෙන්,f
0c7dea2541,45f15,මේ ජේම්ස් මහත්තයාගේ පුතා,f
0c7e18c5b4,25717,අනෙක් ආගම් වල,m
0c7f1797cb,e3235,එය වනාහී සත්‍යය,m
0c7f45a822,589b0,නිමල් සූදානම් නැහැ,m
0c7f5da2ea,7ab05,කවරෙන් එළියට අරන් බලනව,f
0c7f609f98,3139c,ඉන් නොනැතී වංචාවන් සිදු කරන්නා,f
0c801cd74e,23c9f,ශ්‍රී ලන්කන් ගුවන් සේවයේ යනකොට,m
0c802e5da5,ed4c3,කරුණාවෙන් සලකන්න,f
0c809ebdf3,ec9a8,ඉංග්‍රීසි කියන්නෙත් අද ලෝකයේ බහුලව පවතින අවශ්‍යතාවයක්,f
0c80a39664,8c9bc,එත් ඉතින් අපිම ප්‍රශ්න හදාගෙන,f
0c81a4205e,d0123,ආරක්ෂක හමුදා ද තමන්ගේ ප්‍රහාර වඩාත් වේගවත් කළේය,f
0c81c2d124,1575e,පංතිමය සන්ධානයන්ගේ ස්වරූපය,f
0c828f2b61,0224d,මුචලින්ද නාග රාජයා සර්පයෙක් නොවන බව,m
0c832da633,1afa7,අපට දක්නට ලැබේ,m
0c8369d81d,715da,අමා මහ නිවන,f
0c83ab2c70,3eb66,තම තන කිරි වලිනි,f
0c83af18a1,effa6,අධිරාජ්‍යවාදයට එරෙහිව ස්වාධීනත්වය වෙනුවෙන් පෙළපාළි යනවා,m
0c83c1809e,53c73,ඒත් කාලයක් යනකොට,m
0c83c4c577,b8a97,ඇස් අරින්නේ හිරුටත් කලිනි,f
0c8511adf1,0e375,ඉතින් මං හිතනවා,m
0c858155c5,c696a,හෘද සාක්ෂියට එකඟ වූ,m
0c85f3f410,a624d,උන් වහන්සේ මේ ලිපිය සැකසීම සඳහා,m
0c87870964,fc853,මෙලෙස හේතුඵල දහමට අනුව,m
0c87d84982,55ab9,විහිළු කතා තිබුන වැඩසටහන් තිබුනා,m
0c881947b2,231ca,මම කිව්වේ,m
0c882f206a,e9148,සටන් චිත්‍රපට වලට කැමති,m
0c88347904,5b275,අද බදාදා වැඩ කරන දිනයක් හෙයින්,f
0c883ecc8b,dc5ef,ගීතයේ සංයුක්ත අදහස පිළිබඳ කතිකාව,f
0c88c094d7,17bfd,අගරජුගේ කේන්ද්‍රීය බලව්‍යූහය,f
0c890a9277,c8454,ඒ කලාපයේ බොහෝ කැණීම් වලදී,f
0c893259d7,8f885,එදින මංගල සූත්‍රයෙන්,m
0c89cdc5a2,1a1f3,අයිස් සහිත පරිසරයක් නිර්මාණය කරන ආකාරය,m
0c89d16387,a1577,බුදුරජාණන් වහන්සේ ඒකයි වදාළේ,m
0c89e4a405,ccf7a,එහෙම හොයද්දී,m
0c8a9bd154,ff3fa,එකපාටම මුවා අස්සෙන් වෙඩි පාරක් ඇවිත්,f
0c8b36ff9f,03b7a,විශ්වයේ අගක් මුලක් මැදක් දකින්න බැහැ,m
0c8b71449f,ae3ff,අවසාන මොහොතේ තමා මාළිගයෙන් පිටවෙන මොහොතේද,m
0c8c0f156e,2e800,පිරිනිවන් පාන ලද්දේ,f
0c8cae0dcf,a5886,මේක කරන්න පුළුවං,m
0c8d2ee9fb,f4f83,අපේ මතය කුමක් වුවත්,f
0c8d8a6868,c1691,ත්‍යාග හා සහතික පත් ප්‍රදානය සිදු කෙරේ,m
0c8dcd8a1d,51515,මෙම අංශ දෙකින් මූලික ලෙස කාන්තාව,m
0c8df6025f,a4fcc,භාරත බමුණා විසින් ඉදිරිපත් කළ,m
0c8e6a38c2,92649,නොබෝ දිනකින් විනාශ වී යනු ඇත,f
0c8e8adaec,00349,මෙම යුද්ධය සඳහා දායකවී ඇති අතර,m
0c8eb96718,7f4b1,අනේ වඳින්නම් තවත් නම්,f
0c8ec4d2a3,a4fcc,අවශ්‍යම වුවහොත් පුද්ගලයන්ට,m
0c8eeeca83,a5886,ඒක ඉතින්,m
0c8f59bd42,f0a29,ඉතින් ඒකෙන් වාසිය ගන්න,f
0c900dc992,9a1ed,ශ්‍රී ලංකා මහ බැංකුවේ ව්‍යවහාර මුදල් අංශයේ අධිකාරි ජේපීආර්,f
0c900e510c,a624d,බ්‍රහ්ම රාජ්‍යයට පත්වුණොත්,m
0c903744bc,55c20,සාරාංශ වශයෙන්,m
0c90b4005f,7ab05,පිරිකර කන්දෙහි පූජා භාණ්ඩ තැන්පත් කර,f
0c90c26d79,8c558,ඊට වගකිවයුත්තන්ට එරෙහිව,f
0c91262307,4a724,දත්ත ගොනුවක් බවට පත්කොට,f
0c91714332,c5b76,හදිස්සියේ දුන්නා නෙවේ,m
0c9199396d,e9148,පොහොය වැඩසටහන සහ භාවනා වැඩසටහන මෙහෙයවනු ලබන්නේ,m
0c91c92cc9,29f4f,ඔය කපුගේගෙ සින්දුව ගැන,f
0c923cec88,c26ed,නිසා කියවල නැහැ,f
0c9255f296,c6f6b,ඔය අස්සේ ඉතින්,f
0c92b163d7,e35a8,ඉතින් මේක බලලා නැති අය,f
0c93fd8fd8,00349,ආ ඉන්දරේගෙ මල්ලිත්,m
0c943e6177,54c3a,මේ මව සහ දියණිය ගත කරන ජිවිතය,f
0c94844406,eae99,අපිට ජීවත් කළා,m
0c94ab6352,1d339,උබට ආයෙ කියන්න දෙයක් නෑනෙ,m
0c94e23d79,93c65,තුට්ටු දෙකේ හොල්මනකට,m
0c94f98340,f9391,අහිංසක චරිතයක් වූ,m
0c95239d78,f3204,යමක් කොට පසුතැවිලි වීමටත්,f
0c955cbc1b,fc853,පදනම් කරගෙන,m
0c95d9184f,89830,මේ ෆිල්ම් එක නැරඹීමෙන් පසුව,f
0c96999caa,17bfd,ධර්මය දෙසූ,f
0c96ea0b27,09537,අපරදිග විද්වතුන් ඉන්පසු රේඩියෝවත්,f
0c96fe716d,912d1,යන්ත්‍ර මන්ත්‍ර ගැන අහල තියෙනවනෙ,f
0c9728402f,33901,ජීවය පහල වීම,f
0c972c54db,89f4f,මේක සංධීය රාජ්‍යයක් කියලා,f
0c97ee36a2,3a976,සත්වැනි දින පිරිකර ද පූජා කළේ ය,m
0c980c2031,9f1f5,විවිධ දෘෂ්ටි ගොඩනගාගෙන ඒවා තලු මරමින් සිටීම,m
0c985b2643,88c80,සුදත්ත නම් උපාසක කළුරිය කළේ ය,m
0c98730b05,9094b,දකුණු අත්ල ඉදිරියට දක්වා ඇති බවක් පෙනේ,f
0c9898d30e,1575e,එහෙම නොවුනානම්,f
0c991940ba,c04d5,නමුත් මට හිතෙනවා,f
0c992be7b0,045af,ඔවුන් තුළ ඒ පිළිබඳ පවතින නොසැලකිලිමත්භාවය නිසාය,f
0c99328a34,0b586,ඒවා සාවදානව පෙන්වා දීම,f
0c993b09ab,e9148,එය සත්‍යයද අසත්‍යද,m
0c99d5bcb7,37790,කර තිබේ,f
0c9a0c08ac,2bdfd,ඊට අමතරව,m
0c9a48e167,4f3cd,පණිවුඩයක් දෙනවා නම්,m
0c9b60ce4a,6dcd3,කිසිදු භික්ෂුවක් සසුනේ නැත,f
0c9ba4dad1,77895,එම ව්‍යසනය ඇතිවූ විට,m
0c9bfe80b7,a3a6a,පුද්ගල ජීවිතය වර්ගීකරණය කරනු ලබයි,f
0c9c01b1b9,f2348,ගොඩබිමෙන් තමයි,m
0c9c1c6f4e,09537,වෙනම කරුණු ගෙන,f
0c9c3b8320,55ab9,ගර්භාෂයේ තවත් දරු උපතක් ඉන් මත්තට සිදු නොවීම,m
0c9db54ed6,f3efc,රට බේරා ගැනීමේ සටනට,f
0c9ee1a4bd,f32c3,කාරනය වැදගත් නැහැ,f
0c9f5053ff,c4922,සමච්චලයට හැමවිටම ලක් වෙනව,m
0c9f88e26f,60906,මේ පනත ගේන්න පුලුවන්,f
0c9fd8bb70,3a976,එකේත්ටික ගලවල දොර විතරක් තිය ගමු කියලද,m
0c9fe06eae,356c8,අපොයි ඊරිසියාවේ බෑ,m
0ca017c107,0224d,අරාබිකරයේ නීතියකි,m
0ca05d3550,3489d,ඔයා ඔය කියන ඕගොල්ලෝ මත,m
0ca0906182,94b34,වන බව මගේ විස්වාශයයි,f
0ca1799320,ad58a,අතරද සුහදතාවයන් වර්ධනය වේ,m
0ca17a587d,3062b,ගරු කිරීම පිළිබඳව,m
0ca201da9b,0a38f,තාක්ෂණයද උපයෝගී කරගත යුතු ය,f
0ca203e71e,41947,අනෙක් කරුණ නම් ඇය කල වරද,m
0ca2405f24,2df96,සාම්ප්‍රදායික සිරිතකට විතරයි,f
0ca25e6473,b0095,අද අපි දැන ගනිමු,m
0ca2a6685d,e8ec1,ආගම ගැන හිතන්න,m
0ca3878a14,778ef,එබඳු නිෂ්ඵල අරමුණු කෙරෙහි එල්බ ගැනීම,m
0ca3cb2252,a6493,ආර්ය මාර්ගයට යොමු කර,f
0ca48ea1ac,d945d,අනිවා ඉතින් තාරින්නෙ නැ,m
0ca4d98ab0,574a5,මාව වසඟයට පත් කළා,m
0ca55dc878,d6c85,සමහරක් විශ්වාස කරනවා,m
0ca5da93e9,4b215,තහනම් කරලා තියෙනවා,f
0ca6520aac,f9563,අරයා මේ ජාතියේ නිසා,m
0ca69ab775,791e8,එහි පාෂාණීභූත ව උපලක්ෂිත ය,f
0ca6e7f60e,b7163,හිත හොඳටම කැලඹිලා,f
0ca742a482,e61f1,අපි මේවා කරන්න ඕන,f
0ca7782542,fd8a1,එයයි ඔවුන්ගේ කතාව,m
0ca8d7d6f9,39cc4,මම ප්‍රාර්ථනා කරමි,f
0ca9dc5d69,438c8,ගුරුත්වාකර්ෂණ බල ක්‍රියාත්මක වීමට මාධ්‍යයක් අවශ්‍යද,m
0caa8687b8,5556c,උගත් ධනවත් සහ රූමත් සිංහල තරුණයින්,f
0cab0a7ed9,babec,එවැනි අඩුවීමක් වාර්තා කළ පරිසරයක,m
0caba543f4,2b212,අත්විඳින්න වෙන සාමාන්‍ය සිද්ධියක්,f
0cabce057e,4f068,හැමෝම මුන්ගේ එක අහක් කරලා,f
0cabeadbb3,88c80,ඔබට අමතකවීද,m
0cac022c27,f3efc,අර බේතම වැදිල මැරිලා,f
0cacff4497,f0098,ත්‍රිකෝටි පරිශුද්ධියට අනුකූල මස්,m
0cadcabb81,3fcd4,අනිත් සූත්‍රවලට,f
0cae5c549a,3fcd4,පොලිසිය පවසයි,f
0cae75cba2,0eea5,පංචාවාස ඒකකයේ මැද,f
0caeb5426d,5a4cf,මා අතට ද ඒවා දුනි,f
0caedad894,51515,අනික මේ බුදුන් දේශනා කළා කියල,m
0cafd62d60,6064f,නිවස තිබිය යුතු බවයි ප්‍රකාශ කරන්නේ,f
